timestamp,company_id,service_name,cpu_percent,memory_percent,response_time_ms,error_rate,active_connections,throughput_rps,queue_depth,db_query_time_ms
2014-02-14 14:27:00,AWS-Enterprise-Cluster,unified-cluster-service,70.0,45.0,2670.0,113239.3,182,5640,629107,34.7
2014-02-14 14:32:00,AWS-Enterprise-Cluster,unified-cluster-service,60.1,45.0,1720.0,1441579.5,179,3360,8008775,33.7
2014-02-14 14:37:00,AWS-Enterprise-Cluster,unified-cluster-service,55.7,45.0,4995.0,129328.6,181,11220,718492,34.4
2014-02-14 14:42:00,AWS-Enterprise-Cluster,unified-cluster-service,65.6,45.0,2695.0,107524.8,179,5700,597360,33.7
2014-02-14 14:47:00,AWS-Enterprise-Cluster,unified-cluster-service,63.1,45.0,1595.0,110646.0,179,3060,614700,33.8
2014-02-14 14:52:00,AWS-Enterprise-Cluster,unified-cluster-service,60.7,45.0,320.0,105376.5,181,600,585425,34.4
2014-02-14 14:57:00,AWS-Enterprise-Cluster,unified-cluster-service,66.3,45.0,1545.0,115108.6,183,2940,639492,35.0
2014-02-14 15:02:00,AWS-Enterprise-Cluster,unified-cluster-service,54.6,45.0,2295.0,109800.9,182,4740,610005,34.7
2014-02-14 15:07:00,AWS-Enterprise-Cluster,unified-cluster-service,72.1,45.0,320.0,231473.3,182,1440,1285962,34.7
2014-02-14 15:12:00,AWS-Enterprise-Cluster,unified-cluster-service,61.3,45.0,2145.0,121897.3,179,4380,677207,33.8
2014-02-14 15:17:00,AWS-Enterprise-Cluster,unified-cluster-service,58.3,45.0,1445.0,112449.1,181,2700,624717,34.3
2014-02-14 15:22:00,AWS-Enterprise-Cluster,unified-cluster-service,67.1,45.0,320.0,1440873.0,180,540,8004850,34.1
2014-02-14 15:27:00,AWS-Enterprise-Cluster,unified-cluster-service,62.6,45.0,1145.0,126287.1,180,1980,701595,34.1
2014-02-14 15:32:00,AWS-Enterprise-Cluster,unified-cluster-service,59.1,45.0,320.0,1454283.0,179,840,8079350,33.8
2014-02-14 15:37:00,AWS-Enterprise-Cluster,unified-cluster-service,64.2,45.0,1745.0,100421.1,182,3420,557895,34.7
2014-02-14 15:42:00,AWS-Enterprise-Cluster,unified-cluster-service,55.0,45.0,3795.0,109155.6,178,8340,606420,33.4
2014-02-14 15:47:00,AWS-Enterprise-Cluster,unified-cluster-service,69.1,45.0,320.0,99858.2,181,1260,554767,34.4
2014-02-14 15:52:00,AWS-Enterprise-Cluster,unified-cluster-service,62.5,45.0,1495.0,111841.6,180,2820,621342,34.1
2014-02-14 15:57:00,AWS-Enterprise-Cluster,unified-cluster-service,60.8,45.0,3420.0,100544.8,180,7440,558582,34.1
2014-02-14 16:02:00,AWS-Enterprise-Cluster,unified-cluster-service,67.8,45.0,1170.0,111289.5,179,2040,618275,33.8
2014-02-14 16:07:00,AWS-Enterprise-Cluster,unified-cluster-service,64.9,45.0,2145.0,101146.9,180,4380,561927,34.0
2014-02-14 16:12:00,AWS-Enterprise-Cluster,unified-cluster-service,58.8,45.0,320.0,100650.6,179,360,559170,33.8
2014-02-14 16:17:00,AWS-Enterprise-Cluster,unified-cluster-service,65.9,45.0,3195.0,108019.8,182,6900,600110,34.6
2014-02-14 16:22:00,AWS-Enterprise-Cluster,unified-cluster-service,55.3,45.0,320.0,1449580.5,183,840,8053225,35.0
2014-02-14 16:27:00,AWS-Enterprise-Cluster,unified-cluster-service,71.0,45.0,320.0,106022.7,180,1260,589015,34.1
2014-02-14 16:32:00,AWS-Enterprise-Cluster,unified-cluster-service,61.8,45.0,2595.0,1441260.0,178,5460,8007000,33.4
2014-02-14 16:37:00,AWS-Enterprise-Cluster,unified-cluster-service,58.2,45.0,1695.0,109886.4,181,3300,610480,34.3
2014-02-14 16:42:00,AWS-Enterprise-Cluster,unified-cluster-service,68.5,45.0,2445.0,104278.1,180,5100,579322,34.1
2014-02-14 16:47:00,AWS-Enterprise-Cluster,unified-cluster-service,62.5,45.0,2870.0,113152.5,179,6120,628625,33.8
2014-02-14 16:52:00,AWS-Enterprise-Cluster,unified-cluster-service,58.1,45.0,3295.0,98703.9,180,7140,548355,34.0
2014-02-14 16:57:00,AWS-Enterprise-Cluster,unified-cluster-service,68.5,45.0,3795.0,108464.4,180,8340,602580,34.1
2014-02-14 17:02:00,AWS-Enterprise-Cluster,unified-cluster-service,61.8,45.0,2045.0,98884.8,178,4140,549360,33.4
2014-02-14 17:07:00,AWS-Enterprise-Cluster,unified-cluster-service,62.8,45.0,3870.0,104630.0,181,8520,581277,34.4
2014-02-14 17:12:00,AWS-Enterprise-Cluster,unified-cluster-service,65.0,45.0,1445.0,107015.0,182,2700,594527,34.7
2014-02-14 17:17:00,AWS-Enterprise-Cluster,unified-cluster-service,54.3,45.0,1520.0,101715.3,185,2880,565085,35.6
